p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
RIPOR2	0	0.795057052349425	0.476	0.152	0	1	RIPOR2
ZFP36L1	0	0.79317945957013	0.948	0.663	0	1	ZFP36L1
EFHD2	0	0.784650207358669	0.593	0.338	0	1	EFHD2
AQP9	0	0.777508488686535	0.429	0.035	0	1	AQP9
CEBPD	0	0.77014230836047	0.5	0.305	0	1	CEBPD
HCAR3	0	0.767205617861391	0.361	0.05	0	1	HCAR3
LYN	0	0.762711977753708	0.518	0.153	0	1	LYN
SERPINA1	0	0.756918061578027	0.56	0.182	0	1	SERPINA1
SDCBP	0	0.7515332363373	0.573	0.306	0	1	SDCBP
TMEM154	0	0.745938944960387	0.463	0.106	0	1	TMEM154
ZFP36	0	0.739723433607743	0.946	0.6	0	1	ZFP36
BTG2	0	0.739560296865327	0.944	0.582	0	1	BTG2
CTSS	0	0.73462095040608	0.677	0.317	0	1	CTSS
IFIT2	0	0.731662534904146	0.303	0.083	0	1	IFIT2
S100A9	0	0.725444551063846	0.999	0.717	0	1	S100A9
S100A11	0	0.720718630929134	1	0.9	0	1	S100A11
NIBAN1	0	0.694089479347295	0.444	0.188	0	1	NIBAN1
LRRK2	0	0.685813283147178	0.365	0.045	0	1	LRRK2
HCAR2	0	0.684769828132748	0.342	0.057	0	1	HCAR2
AIF1	0	0.683335197526847	0.576	0.144	0	1	AIF1
FYB11	0	0.675253872529268	0.625	0.395	0	1	FYB1
ANP32A	0	0.671112434903222	0.474	0.291	0	1	ANP32A
TXNIP	0	0.66690134333626	0.97	0.74	0	1	TXNIP
SMAP2	0	0.654580513946596	0.457	0.262	0	1	SMAP2
HLA-E1	0	0.646316367747769	0.998	0.841	0	1	HLA-E
ACSL1	0	0.635257731544331	0.354	0.082	0	1	ACSL1
GMFG1	0	0.634191677858764	0.58	0.398	0	1	GMFG
FCER1G	0	0.634161227719566	0.567	0.195	0	1	FCER1G
TNFAIP6	0	0.631831319093351	0.275	0.021	0	1	TNFAIP6
MBOAT7	0	0.621762612712625	0.4	0.121	0	1	MBOAT7
HLA-B	0	0.604388275212217	1	0.979	0	1	HLA-B
LILRB3	0	0.599388320519131	0.354	0.05	0	1	LILRB3
ARPC5	0	0.598528432162381	0.786	0.58	0	1	ARPC5
SEC14L1	0	0.594679078426923	0.414	0.193	0	1	SEC14L1
MX2	0	0.593904193794123	0.4	0.14	0	1	MX2
IFITM3	0	0.583319991522371	0.887	0.491	0	1	IFITM3
CSF2RB	0	0.580390336695746	0.337	0.052	0	1	CSF2RB
EVI2B	0	0.579901899107327	0.451	0.248	0	1	EVI2B
SELL	0	0.576634639120844	0.35	0.083	0	1	SELL
SORL1	0	0.574044555010907	0.439	0.212	0	1	SORL1
GK	0	0.568395614039788	0.317	0.069	0	1	GK
CD55	0	0.562397773147604	0.453	0.257	0	1	CD55
FTL	0	0.562191714706039	1	0.974	0	1	FTL
EGR3	0	0.560557853898575	0.27	0.079	0	1	EGR3
YPEL3	0	0.55418286767616	0.433	0.258	0	1	YPEL3
KDM6B	0	0.531293175237267	0.38	0.178	0	1	KDM6B
HLA-C	0	0.528233536433939	0.999	0.942	0	1	HLA-C
PTPRE	0	0.525740397009178	0.369	0.168	0	1	PTPRE
NRBF2	0	0.510482039016841	0.353	0.168	0	1	NRBF2
SPI1	0	0.509120693345049	0.383	0.102	0	1	SPI1
LRG1	0	0.503929323065278	0.261	0.057	0	1	LRG1
JUNB1	0	0.498739597638755	0.997	0.776	0	1	JUNB
MYO1F	0	0.488375701326769	0.37	0.168	0	1	MYO1F
SLC11A1	0	0.483997823844937	0.29	0.056	0	1	SLC11A1
PTPRC1	0	0.483516658205482	0.941	0.584	0	1	PTPRC
VNN2	0	0.480464995112887	0.259	0.023	0	1	VNN2
CLEC4E	0	0.476939787493851	0.252	0.029	0	1	CLEC4E
TNFSF13B	0	0.473785866837853	0.309	0.108	0	1	TNFSF13B
FPR2	0	0.472373031158322	0.264	0.012	0	1	FPR2
STEAP4	0	0.471765491881234	0.283	0.055	0	1	STEAP4
UBE2D1	0	0.461038380997347	0.318	0.138	0	1	UBE2D1
CPPED1	0	0.445827337312875	0.264	0.073	0	1	CPPED1
LY96	0	0.421438387406604	0.297	0.12	0	1	LY96
SNX10	0	0.421122358285788	0.327	0.133	0	1	SNX10
ITGAX	0	0.39750360807073	0.26	0.076	0	1	ITGAX
HCK	0	0.392843335006433	0.261	0.064	0	1	HCK
ACTB	0	0.363299325189391	1	0.952	0	1	ACTB
CD14	0	0.355597095364009	0.293	0.105	0	1	CD14
B2M1	0	0.283796464319631	1	0.999	0	1	B2M
ALOX5AP	1.91463178536134e-306	0.598224309478093	0.484	0.289	3.35481781431013e-302	1	ALOX5AP
IRF1	1.42068774489786e-295	0.861538394200959	0.589	0.466	2.48932906661003e-291	1	IRF1
VASP	2.00432551725284e-292	0.529668049224946	0.423	0.257	3.51197917133043e-288	1	VASP
UBE2B	1.30423829884649e-277	0.570758282912729	0.479	0.351	2.28528634723882e-273	1	UBE2B
BRI3	2.05473070745007e-274	0.633606713447459	0.539	0.419	3.60029914559401e-270	1	BRI3
CYSTM1	3.77084452350083e-273	0.457816308580331	0.314	0.151	6.60727377407815e-269	1	CYSTM1
SLC2A3	1.02663069666373e-272	0.602748136133657	0.458	0.284	1.7988623066942e-268	1	SLC2A3
LAPTM5	1.23260851854828e-270	0.417650897565851	0.559	0.379	2.1597766462003e-266	1	LAPTM5
JAML	1.95973204326723e-267	0.406441329413265	0.326	0.154	3.43384248621285e-263	1	JAML
CLEC7A	2.38818853214896e-259	0.370887466611911	0.267	0.108	4.1845839460314e-255	1	CLEC7A
ARPC3	2.11719250331096e-258	0.395257381021372	0.967	0.801	3.70974470430147e-254	1	ARPC3
CCNL1	9.20343465505095e-257	0.425583145689963	0.765	0.56	1.61262582025803e-252	1	CCNL1
PPP1R15A	4.22944125309313e-244	0.359494328663608	0.826	0.553	7.41082696366979e-240	1	PPP1R15A
RESF11	1.19080178033457e-240	0.54741098479051	0.529	0.405	2.08652287950224e-236	1	RESF1
IFRD1	2.20972403709459e-234	0.658114569437356	0.357	0.21	3.87187845779714e-230	1	IFRD1
TNFAIP2	1.13571297849562e-233	0.572184363150112	0.399	0.236	1.98999628092002e-229	1	TNFAIP2
IFIT3	3.67838361100268e-233	0.525769839781543	0.265	0.116	6.44526376319889e-229	1	IFIT3
KLF2	6.37400144423266e-230	0.462287333564155	0.427	0.25	1.11685253305845e-225	1	KLF2
ICAM1	4.40581111130276e-222	0.474212296227323	0.251	0.109	7.7198622292247e-218	1	ICAM1
TALDO1	2.30873726019818e-220	0.575125957815767	0.485	0.4	4.04536942731926e-216	1	TALDO1
TRIB1	1.84154617728184e-215	0.422377577345514	0.251	0.112	3.22675721183324e-211	1	TRIB1
RAB11FIP1	7.96419990104884e-213	0.476275640841334	0.407	0.26	1.39548710666178e-208	1	RAB11FIP1
ARRB2	1.81195446146704e-211	0.375324420494454	0.296	0.153	3.17490660738255e-207	1	ARRB2
TNFRSF1B	9.82513700530125e-210	0.425996107734478	0.373	0.22	1.72156050606888e-205	1	TNFRSF1B
CYTH4	9.91281930398171e-210	0.341859969213269	0.255	0.118	1.73692419844368e-205	1	CYTH4
FGL2	6.75537711781139e-200	0.31530670393955	0.287	0.133	1.18367717858291e-195	1	FGL2
CFLAR	4.63708131233498e-198	0.519124729118735	0.475	0.376	8.12509387547335e-194	1	CFLAR
OAZ1	2.26406270580167e-193	0.381819080279014	0.99	0.926	3.96709067310568e-189	1	OAZ1
MARCKS	1.6401911519852e-191	0.643002803316172	0.443	0.312	2.87394293650847e-187	1	MARCKS
IL1RN	4.33446071692602e-183	0.582996038137794	0.257	0.121	7.59484206819777e-179	1	IL1RN
TAGLN2	6.68911356973918e-182	0.464022692702384	0.634	0.543	1.1720664796897e-177	1	TAGLN2
ABHD5	2.96139834518986e-181	0.405617346043943	0.256	0.128	5.18896218044168e-177	1	ABHD5
LYST	1.69778080871533e-176	0.37320649982146	0.301	0.169	2.97485153303101e-172	1	LYST
DDX3X1	8.21706203823573e-172	0.299036556041627	0.845	0.624	1.43979361033966e-167	1	DDX3X
PDE4B	1.12369438767665e-170	0.448856236897941	0.315	0.184	1.96893730608703e-166	1	PDE4B
LCP11	1.65822982572504e-170	0.381512098777642	0.586	0.462	2.90555030063541e-166	1	LCP1
USP15	2.56899639113716e-164	0.443232999146334	0.398	0.292	4.50139547655053e-160	1	USP15
IER3	8.10327309275823e-158	0.737827637232193	0.431	0.318	1.4198555113131e-153	1	IER3
ARPC2	4.75913927719196e-153	0.301018283453262	0.969	0.814	8.33896384149576e-149	1	ARPC2
CMTM6	1.75699263220078e-151	0.444572518088683	0.385	0.288	3.0786024901422e-147	1	CMTM6
CASP4	7.95452573248526e-150	0.421399650526146	0.362	0.259	1.39379199884607e-145	1	CASP4
ADGRE5	3.08131245876901e-142	0.397729765360109	0.353	0.24	5.39907569025506e-138	1	ADGRE5
TPM3	5.92140596989383e-139	0.253800808354091	0.874	0.668	1.0375487540448e-134	1	TPM3
LCP2	1.00130039023544e-136	0.456540977218655	0.341	0.232	1.75447854377054e-132	1	LCP2
ATP6V0B	2.60045461591981e-135	0.46556240575865	0.469	0.432	4.55651657801468e-131	1	ATP6V0B
C15orf48	2.1501070512069e-130	1.03712556824444	0.331	0.217	3.76741757512473e-126	1	C15orf48
TUBA1A	8.77520976622286e-123	0.528683762831835	0.425	0.344	1.53759225523757e-118	1	TUBA1A
CYRIB	1.33651076744423e-119	0.387478619295747	0.393	0.312	2.34183416671578e-115	1	CYRIB
RHOA	4.00298977223062e-115	0.290869459764341	0.7	0.606	7.01403867890249e-111	1	RHOA
SERPINB1	1.66115185952251e-105	0.49058766946431	0.449	0.4	2.91067028825535e-101	1	SERPINB1
NINJ1	5.18302936143155e-101	0.301614954943526	0.255	0.161	9.08170404710036e-97	1	NINJ1
NFKBIZ	2.57667845212084e-100	0.476619617593893	0.356	0.272	4.51485598380614e-96	1	NFKBIZ
GPSM3	5.31815296764539e-96	0.337522899654546	0.343	0.261	9.31846762990825e-92	1	GPSM3
CARD16	6.84507172844655e-96	0.357438975445416	0.338	0.256	1.1993934682584e-91	1	CARD16
SKAP2	3.50309716693983e-92	0.322440036066905	0.267	0.182	6.13812685591198e-88	1	SKAP2
KATNBL1	3.9084909526616e-90	0.454522192945386	0.252	0.172	6.84845784725366e-86	1	KATNBL1
SLA1	1.90413235306549e-87	0.327791852385569	0.316	0.229	3.33642070904136e-83	1	SLA
GNG5	2.72783737129797e-87	0.256397676632866	0.739	0.641	4.77971664198831e-83	1	GNG5
GBP1	1.24551487218176e-81	0.625971408552706	0.283	0.203	2.18239115903687e-77	1	GBP1
VMP1	1.85561292068027e-79	0.390974929009424	0.423	0.392	3.25140495961597e-75	1	VMP1
LSP1	1.3435151826674e-77	0.312826604153196	0.368	0.303	2.35410730306982e-73	1	LSP1
UBE2D3	8.66016156336228e-77	0.398907558767881	0.462	0.482	1.51743350913234e-72	1	UBE2D3
EGR1	8.18025921002988e-76	0.535027427051194	0.358	0.28	1.43334501878144e-71	1	EGR1
NOP10	9.9220826868577e-67	0.428661773207968	0.438	0.459	1.73854732839121e-62	1	NOP10
JMJD1C	1.0870504749112e-64	0.350237584274387	0.335	0.286	1.90472984213941e-60	1	JMJD1C
WAS	1.26810308249222e-63	0.262570399986943	0.252	0.184	2.22197022114288e-59	1	WAS
FMNL1	2.2726562989918e-59	0.251973048811494	0.266	0.202	3.98214836709343e-55	1	FMNL1
CD53	3.75933853860336e-59	0.305406145220237	0.377	0.331	6.58711298734081e-55	1	CD53
ISG20	8.03542535392597e-56	0.32270287888528	0.37	0.326	1.40796723051491e-51	1	ISG20
TSC22D31	1.05440317451269e-52	0.267700567111302	0.437	0.383	1.84752524238114e-48	1	TSC22D3
WIPF11	1.89145730704965e-51	0.286777038178406	0.351	0.31	3.3142114934124e-47	1	WIPF1
PLSCR1	1.89609593015966e-50	0.292676588655458	0.282	0.229	3.32233928882575e-46	1	PLSCR1
BOD1L1	4.0866898982818e-49	0.35361646309173	0.359	0.342	7.16069803976938e-45	1	BOD1L1
RNASET2	4.52555799862597e-48	0.367072478166419	0.378	0.364	7.92968272519242e-44	1	RNASET2
GBP5	1.72605656205319e-47	0.702404713637108	0.27	0.219	3.0243963080296e-43	1	GBP5
FLOT1	4.33042482330058e-47	0.300070803354014	0.265	0.221	7.58777037538727e-43	1	FLOT1
CLEC2B1	1.15319054362228e-45	0.311269503418534	0.409	0.391	2.02062047053496e-41	1	CLEC2B
IQGAP1	1.22511805426563e-45	0.273975821379165	0.541	0.545	2.14665185468424e-41	1	IQGAP1
CKLF1	1.08314304776346e-42	0.250965805006457	0.419	0.39	1.89788324829114e-38	1	CKLF
MAP1LC3B	2.27490518925026e-42	0.35601616613937	0.399	0.417	3.9860888726043e-38	1	MAP1LC3B
PHF20L1	5.05778773989584e-35	0.289386701661922	0.269	0.239	8.86225567784549e-31	1	PHF20L1
LAMTOR4	3.33707480042544e-34	0.410213261175464	0.401	0.456	5.84722246530546e-30	1	LAMTOR4
LRRFIP1	2.3638658689514e-28	0.358918362243355	0.428	0.494	4.14196577557665e-24	1	LRRFIP1
MIDN	1.44083515932915e-27	0.290181514919263	0.312	0.305	2.52463136617653e-23	1	MIDN
CREBRF	1.7165934234428e-27	0.260364933123828	0.254	0.226	3.00781499655648e-23	1	CREBRF
GBP2	4.26489923587642e-26	0.291587234448323	0.275	0.25	7.47295644110266e-22	1	GBP2
LRP10	3.07445508003853e-25	0.258670984628551	0.263	0.245	5.38706019124351e-21	1	LRP10
STAT3	3.07998191073783e-25	0.279508318918863	0.403	0.444	5.39674430399482e-21	1	STAT3
SOCS3	1.94994054992006e-24	0.308273923083909	0.301	0.28	3.41668583156994e-20	1	SOCS3
CXCR41	2.48612560004833e-23	0.318425465639154	0.381	0.345	4.35618927640468e-19	1	CXCR4
DAZAP2	2.24246893515399e-22	0.290552943163908	0.332	0.35	3.92925406817682e-18	1	DAZAP2
PTEN	5.14464328760895e-19	0.255062120831393	0.258	0.25	9.0144439685484e-15	1	PTEN
HIF1A	3.8867734927307e-18	0.321511222016213	0.319	0.332	6.81040451396273e-14	1	HIF1A
ASAH1	9.30140029647007e-15	0.307048866384635	0.298	0.304	1.62979135994749e-10	1	ASAH1
PAK2	4.30555455435155e-14	0.278748211159851	0.364	0.421	7.54419269013478e-10	1	PAK2
CAP1	3.80627320204164e-12	0.254339087416041	0.374	0.432	6.66935190461736e-08	1	CAP1
WSB1	5.59608998524949e-06	0.259209345355007	0.297	0.334	0.0980546887215415	1	WSB1
C4orf3	0.000275653062233366	0.301657041627898	0.374	0.478	1	1	C4orf3
FABP5	0	2.90470063795126	0.952	0.602	0	2	FABP5
KRT13	0	2.89855966820158	0.86	0.603	0	2	KRT13
KRT6A	0	2.75218805853302	0.881	0.221	0	2	KRT6A
LY6D	0	2.56201994555253	0.858	0.161	0	2	LY6D
KRT5	0	2.48835900672169	0.879	0.348	0	2	KRT5
KRT14	0	2.38462680309279	0.429	0.138	0	2	KRT14
S100A2	0	2.22495215159387	0.909	0.478	0	2	S100A2
S100A14	0	2.09673066554029	0.868	0.155	0	2	S100A14
KRTDAP	0	2.01677950131276	0.312	0.058	0	2	KRTDAP
SERPINB3	0	2.01644808338477	0.691	0.167	0	2	SERPINB3
SFN	0	2.01623964616035	0.9	0.198	0	2	SFN
S100A91	0	1.92935108884513	0.908	0.741	0	2	S100A9
CSTA	0	1.91101138341045	0.752	0.149	0	2	CSTA
PERP	0	1.86247401304107	0.892	0.251	0	2	PERP
S100A81	0	1.85999912045589	0.852	0.655	0	2	S100A8
KRT6C	0	1.84055059280304	0.462	0.048	0	2	KRT6C
CALML3	0	1.83194195669092	0.831	0.086	0	2	CALML3
DSP	0	1.81562149560963	0.852	0.206	0	2	DSP
SERPINB4	0	1.81384165432563	0.584	0.102	0	2	SERPINB4
RHCG	0	1.78596241584461	0.59	0.077	0	2	RHCG
CRABP2	0	1.71321956764971	0.755	0.089	0	2	CRABP2
AQP3	0	1.67702318562916	0.831	0.184	0	2	AQP3
HSPB1	0	1.6404597129848	0.938	0.631	0	2	HSPB1
KRT6B	0	1.63226989981266	0.477	0.042	0	2	KRT6B
SBSN	0	1.603354618797	0.345	0.033	0	2	SBSN
KRT16	0	1.57260150744909	0.544	0.073	0	2	KRT16
MT1X	0	1.57142826091795	0.729	0.212	0	2	MT1X
IFI27	0	1.57116750419979	0.885	0.345	0	2	IFI27
SPRR1B	0	1.54195583242061	0.434	0.064	0	2	SPRR1B
S100A16	0	1.5350481176689	0.858	0.177	0	2	S100A16
LGALS7B	0	1.48624926141077	0.576	0.044	0	2	LGALS7B
GSTP1	0	1.41934531230078	0.933	0.75	0	2	GSTP1
SPINK5	0	1.40241219170357	0.56	0.062	0	2	SPINK5
DSC2	0	1.38985343622001	0.764	0.1	0	2	DSC2
DAPL1	0	1.36048401843442	0.612	0.061	0	2	DAPL1
CSTB	0	1.32014905361833	0.943	0.726	0	2	CSTB
SERPINB13	0	1.2817110783018	0.617	0.052	0	2	SERPINB13
TACSTD2	0	1.26942262355027	0.818	0.212	0	2	TACSTD2
PITX1	0	1.26914774390496	0.791	0.084	0	2	PITX1
AKR1B10	0	1.25708057899894	0.581	0.037	0	2	AKR1B10
C10orf99	0	1.2418341423518	0.504	0.028	0	2	C10orf99
DMKN	0	1.23530456617395	0.498	0.12	0	2	DMKN
GJB2	0	1.22307166168344	0.518	0.044	0	2	GJB2
KRT15	0	1.20871754806251	0.513	0.138	0	2	KRT15
CD24	0	1.19419325885413	0.714	0.193	0	2	CD24
TXN	0	1.17271690340774	0.97	0.701	0	2	TXN
S100A10	0	1.14612915274997	0.978	0.827	0	2	S100A10
DSG3	0	1.13107028432328	0.743	0.064	0	2	DSG3
CLDN4	0	1.09494074443469	0.618	0.158	0	2	CLDN4
KRT17	0	1.09320224369525	0.414	0.146	0	2	KRT17
LYPD3	0	1.08626519042597	0.674	0.069	0	2	LYPD3
TXNDC17	0	1.04561403745302	0.871	0.294	0	2	TXNDC17
ID1	0	1.04459771887498	0.703	0.162	0	2	ID1
DSC3	0	1.04319378905965	0.754	0.068	0	2	DSC3
LGALS7	0	1.03792049327935	0.564	0.037	0	2	LGALS7
TNFSF10	0	1.03330293074123	0.678	0.348	0	2	TNFSF10
ANXA2	0	0.991543819113774	0.956	0.639	0	2	ANXA2
S100A111	0	0.988902928845917	0.988	0.906	0	2	S100A11
JUP	0	0.955927621471135	0.807	0.147	0	2	JUP
PKP1	0	0.952395222596059	0.723	0.071	0	2	PKP1
TUBA1C	0	0.950455001110683	0.759	0.199	0	2	TUBA1C
FGFBP1	0	0.940974941803458	0.548	0.074	0	2	FGFBP1
FXYD3	0	0.935854061173451	0.811	0.152	0	2	FXYD3
SPINT2	0	0.910978003090422	0.827	0.258	0	2	SPINT2
CLTB	0	0.907991787126097	0.791	0.261	0	2	CLTB
CD9	0	0.905205305910827	0.855	0.381	0	2	CD9
DBI	0	0.904844156970512	0.904	0.564	0	2	DBI
KLK11	0	0.876340560159267	0.532	0.049	0	2	KLK11
EMP2	0	0.875758242966769	0.78	0.16	0	2	EMP2
TSPO	0	0.871487069862096	0.91	0.651	0	2	TSPO
YBX3	0	0.848534321702458	0.815	0.265	0	2	YBX3
CLCA2	0	0.847473640037313	0.587	0.034	0	2	CLCA2
STMN1	0	0.846651848691226	0.45	0.128	0	2	STMN1
PHLDA2	0	0.823924467090229	0.617	0.143	0	2	PHLDA2
DYNLL1	0	0.819269321785007	0.974	0.803	0	2	DYNLL1
RHOV	0	0.814512707782381	0.674	0.063	0	2	RHOV
CENPF	0	0.812098659590237	0.3	0.048	0	2	CENPF
CRYAB	0	0.809771394290713	0.379	0.042	0	2	CRYAB
IGFBP2	0	0.803131443969124	0.666	0.134	0	2	IGFBP2
MPZL2	0	0.799033235883345	0.729	0.114	0	2	MPZL2
TRIM29	0	0.795192165226536	0.742	0.084	0	2	TRIM29
PPIA	0	0.794043307112821	0.992	0.878	0	2	PPIA
CSRP2	0	0.791794963624195	0.585	0.068	0	2	CSRP2
PPP1R14B	0	0.790202049751031	0.845	0.313	0	2	PPP1R14B
PRDX1	0	0.7772652867516	0.929	0.629	0	2	PRDX1
HES1	0	0.772642561002967	0.585	0.139	0	2	HES1
SLC25A5	0	0.772123572687856	0.872	0.465	0	2	SLC25A5
RAB25	0	0.755887672712228	0.685	0.095	0	2	RAB25
ANXA1	0	0.751807625558109	0.895	0.722	0	2	ANXA1
SERPINB5	0	0.749917161141877	0.674	0.061	0	2	SERPINB5
C19orf33	0	0.748996911207874	0.786	0.177	0	2	C19orf33
SDC1	0	0.738414082628577	0.674	0.111	0	2	SDC1
PLP2	0	0.733728496655859	0.853	0.319	0	2	PLP2
SELENOP	0	0.725511656223915	0.722	0.154	0	2	SELENOP
FAM162A	0	0.723675945898578	0.731	0.206	0	2	FAM162A
TOP2A	0	0.721138878319542	0.275	0.026	0	2	TOP2A
MKI67	0	0.720857813299725	0.293	0.032	0	2	MKI67
NDRG1	0	0.71670172960602	0.536	0.17	0	2	NDRG1
LAD1	0	0.713042239799484	0.66	0.055	0	2	LAD1
CXCL17	0	0.697049072567545	0.371	0.072	0	2	CXCL17
ENO1	0	0.696303955326997	0.939	0.63	0	2	ENO1
MAL2	0	0.690728300070197	0.666	0.092	0	2	MAL2
GLTP	0	0.684119518048528	0.621	0.164	0	2	GLTP
LMNA	0	0.667463845550025	0.802	0.31	0	2	LMNA
RND3	0	0.667345536415314	0.612	0.127	0	2	RND3
LDHA	0	0.665677655558833	0.931	0.628	0	2	LDHA
EMP1	0	0.663544492642026	0.655	0.109	0	2	EMP1
ATP1B3	0	0.662230040765319	0.713	0.283	0	2	ATP1B3
DSTN	0	0.660226778424847	0.862	0.344	0	2	DSTN
NDUFA4L2	0	0.649368265615437	0.305	0.033	0	2	NDUFA4L2
TUBB4B	0	0.648752645084284	0.789	0.372	0	2	TUBB4B
GBP6	0	0.645541490507993	0.451	0.02	0	2	GBP6
EHF	0	0.640261972829961	0.701	0.135	0	2	EHF
KLF5	0	0.639817762235423	0.688	0.129	0	2	KLF5
AOPEP	0	0.634782014861905	0.6	0.093	0	2	AOPEP
PHGDH	0	0.624379920406221	0.525	0.036	0	2	PHGDH
TM4SF1	0	0.623957936179362	0.51	0.096	0	2	TM4SF1
ATP5MC3	0	0.622604386989168	0.863	0.526	0	2	ATP5MC3
PKM	0	0.620593261664952	0.925	0.563	0	2	PKM
CDKN2A	0	0.61412398081149	0.406	0.086	0	2	CDKN2A
CLDN1	0	0.610539786116721	0.295	0.069	0	2	CLDN1
ELF3	0	0.605858944243024	0.462	0.138	0	2	ELF3
CBR1	0	0.603639112004767	0.607	0.155	0	2	CBR1
ATP5MC1	0	0.603514607806472	0.732	0.289	0	2	ATP5MC1
PKP3	0	0.59982829071143	0.593	0.052	0	2	PKP3
PRRG4	0	0.599790185446759	0.639	0.102	0	2	PRRG4
PTTG1	0	0.598436961995716	0.391	0.112	0	2	PTTG1
GAPDH	0	0.596769478910502	0.994	0.912	0	2	GAPDH
RAN	0	0.59615518820332	0.835	0.417	0	2	RAN
RPLP0	0	0.5950460328247	0.982	0.941	0	2	RPLP0
SERBP1	0	0.587997129216301	0.936	0.656	0	2	SERBP1
SPRR2A	0	0.5858662432144	0.321	0.072	0	2	SPRR2A
MT1E	0	0.584144929500657	0.48	0.161	0	2	MT1E
SLC2A1	0	0.581047788708228	0.415	0.1	0	2	SLC2A1
VDAC2	0	0.580943267920665	0.781	0.304	0	2	VDAC2
GGCT	0	0.578828434612829	0.652	0.128	0	2	GGCT
DSG1	0	0.5787126083158	0.314	0.014	0	2	DSG1
EBPL	0	0.571192617618818	0.636	0.178	0	2	EBPL
UQCRH	0	0.570991316465444	0.923	0.668	0	2	UQCRH
PRDX2	0	0.570853748557974	0.784	0.344	0	2	PRDX2
COX7B	0	0.570245395576069	0.896	0.532	0	2	COX7B
PDZK1IP1	0	0.567777674742544	0.503	0.109	0	2	PDZK1IP1
PRXL2A	0	0.567191231859514	0.661	0.172	0	2	PRXL2A
HEBP2	0	0.564487347174172	0.814	0.312	0	2	HEBP2
NRARP	0	0.561596722712982	0.487	0.085	0	2	NRARP
VSNL1	0	0.560883194969593	0.504	0.03	0	2	VSNL1
CTNNBIP1	0	0.557492165460257	0.577	0.1	0	2	CTNNBIP1
CCND1	0	0.553283428496518	0.478	0.135	0	2	CCND1
CAST	0	0.551116597325381	0.884	0.584	0	2	CAST
AP2S1	0	0.549957541509195	0.834	0.324	0	2	AP2S1
PDLIM1	0	0.548245355871991	0.674	0.158	0	2	PDLIM1
JPT1	0	0.547373326119439	0.791	0.338	0	2	JPT1
RPS17	0	0.543470806932758	0.805	0.403	0	2	RPS17
TPD52L1	0	0.541941930401856	0.571	0.045	0	2	TPD52L1
EIF5A	0	0.536688487967349	0.802	0.319	0	2	EIF5A
TMEM54	0	0.530178639242051	0.589	0.068	0	2	TMEM54
BLVRB	0	0.528035262787858	0.691	0.226	0	2	BLVRB
MT-CO2	0	0.527915597110621	0.966	0.994	0	2	MT-CO2
RPL351	0	0.5268642204984	0.993	0.974	0	2	RPL35
TPI1	0	0.525604919148059	0.899	0.568	0	2	TPI1
GJB6	0	0.5251258464822	0.312	0.017	0	2	GJB6
RBP1	0	0.518911058701194	0.417	0.089	0	2	RBP1
ENSA	0	0.518583380717182	0.786	0.281	0	2	ENSA
AHNAK2	0	0.518198702664174	0.42	0.061	0	2	AHNAK2
TUBB2A	0	0.514094150790704	0.444	0.091	0	2	TUBB2A
PCLAF	0	0.506346798733967	0.299	0.031	0	2	PCLAF
CKS1B	0	0.506090432635938	0.4	0.088	0	2	CKS1B
RPS8	0	0.505127123172869	0.997	0.989	0	2	RPS8
RAC1	0	0.502756326779161	0.919	0.604	0	2	RAC1
IMPA2	0	0.502591203188028	0.501	0.054	0	2	IMPA2
NUPR1	0	0.5006903198994	0.628	0.179	0	2	NUPR1
UQCRQ	0	0.499853562651358	0.843	0.416	0	2	UQCRQ
GPX2	0	0.492257726618354	0.387	0.029	0	2	GPX2
EIF6	0	0.49111827228522	0.703	0.216	0	2	EIF6
RPS5	0	0.490373683033898	0.99	0.957	0	2	RPS5
NUCKS1	0	0.489193755360332	0.746	0.408	0	2	NUCKS1
COMTD1	0	0.486370387193572	0.596	0.115	0	2	COMTD1
PGAM1	0	0.483815722064782	0.708	0.255	0	2	PGAM1
ATF3	0	0.48300369630109	0.506	0.219	0	2	ATF3
COMT	0	0.482125883783918	0.695	0.248	0	2	COMT
NMU	0	0.479983224647945	0.412	0.021	0	2	NMU
PPDPF	0	0.478594493288128	0.91	0.624	0	2	PPDPF
C1QBP	0	0.47367428192753	0.645	0.259	0	2	C1QBP
SMC4	0	0.471337970819757	0.379	0.146	0	2	SMC4
GJA1	0	0.471222061573472	0.462	0.078	0	2	GJA1
CENPW	0	0.470530932067989	0.375	0.079	0	2	CENPW
YWHAQ	0	0.462003871131661	0.76	0.301	0	2	YWHAQ
MICOS10	0	0.461802853141899	0.834	0.392	0	2	MICOS10
TMPRSS11A	0	0.46152189957258	0.416	0.02	0	2	TMPRSS11A
RPL22L1	0	0.461488249740898	0.705	0.334	0	2	RPL22L1
RANBP1	0	0.45917108735604	0.608	0.238	0	2	RANBP1
NDUFB5	0	0.458261819220875	0.547	0.249	0	2	NDUFB5
ETFB	0	0.457010369199015	0.672	0.235	0	2	ETFB
ZNF750	0	0.456920644907486	0.429	0.033	0	2	ZNF750
NDUFB4	0	0.456317028233489	0.847	0.459	0	2	NDUFB4
ATP5F1B	0	0.455772743528069	0.725	0.338	0	2	ATP5F1B
COX5B	0	0.455188361100497	0.903	0.682	0	2	COX5B
